nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,titleCount
nm0000751,Suzy Amis,1962,\N,"actress,producer,soundtrack","tt0106350,tt0120338,tt0114814,tt0109303",4
nm0000757,Melissa Sue Anderson,1962,\N,"actress,producer,soundtrack","tt0082498,tt0088513,tt0071007,tt0463850",4
nm0000771,Lysette Anthony,1963,\N,"actress,producer","tt0104466,tt0085811,tt0099363,tt0112896",4
nm0000775,Christina Applegate,1971,\N,"actress,producer,soundtrack","tt0253867,tt0101757,tt0092400,tt4651520",4
nm0000782,Asia Argento,1975,\N,"actress,director,writer","tt0418819,tt0368774,tt0295701,tt0218581",4
nm0000785,Alison Armitage,1965,\N,actress,"tt0180339,tt0115237,tt0116695,tt0105930",4
nm0000793,Alexis Arquette,1969,2016,"actress,art_department,producer","tt0160862,tt0144120,tt0283003,tt0110912",4
nm0000796,Dana Ashbrook,1967,\N,"actor,writer","tt0105665,tt0098936,tt5334704,tt0095990",4
nm0000803,Christopher Atkins,1961,\N,"actor,writer,producer","tt0080453,tt4893122,tt0086011,tt0084504",4
nm0000815,Mili Avital,1972,\N,"actress,director,editor","tt0181199,tt0112817,tt0111282,tt0120723",4
nm0000827,Maxine Bahns,1971,\N,actress,"tt6517320,tt0117628,tt0112585,tt8558774",4
nm0000830,Oksana Baiul,1977,\N,actress,"tt0118186,tt0115101,tt7462076,tt0244110",4
nm0000848,Olivia Barash,1965,\N,"actress,soundtrack,producer","tt0083412,tt0087995,tt0090213,tt0101761",4
nm0000849,Javier Bardem,1969,\N,"actor,producer,soundtrack","tt1074638,tt0477348,tt0369702,tt1164999",4
nm0000867,Jason Bateman,1969,\N,"actor,producer,director","tt2948356,tt2170299,tt0467406,tt0367279",4
nm0000868,Justine Bateman,1966,\N,"actress,producer,soundtrack","tt0367279,tt6852672,tt0083413,tt6662050",4
nm0000871,Randall Batinkoff,1968,\N,"actor,producer,director","tt0119822,tt0103893,tt0119874,tt2357144",4
nm0000881,Michael Bay,1965,\N,"producer,director,actor","tt0418279,tt1055369,tt2109248,tt0120591",4
nm0000884,Jennifer Beals,1963,\N,"actress,producer,soundtrack","tt0088851,tt1037705,tt0085549,tt0113101",4
nm0000888,Meret Becker,1969,\N,"actress,composer,soundtrack","tt0128133,tt0408306,tt0111183,tt0111613",4
nm0000899,Monica Bellucci,1964,\N,"actress,soundtrack","tt0242653,tt0465602,tt0234215,tt0213847",4
nm0000908,David Bennent,1966,\N,actor,"tt0085289,tt0303457,tt0089469,tt0078875",4
nm0000916,Peter Berg,1964,\N,"producer,actor,writer","tt0369339,tt0108724,tt1091191,tt0124198",4
nm0000924,Elizabeth Berkley,1972,\N,"actress,soundtrack","tt0256524,tt0146838,tt0114436,tt0116313",4
nm0000931,Elizabeth Berridge,1962,\N,actress,"tt0317648,tt0086879,tt0106039,tt0082427",4
nm0000932,Halle Berry,1966,\N,"actress,producer,executive","tt0348836,tt0285742,tt0327554,tt0246460",4
nm0000943,Traci Bingham,1968,\N,actress,"tt0114608,tt0211148,tt0096542,tt3572718",4
nm0000948,Shane Black,1961,\N,"writer,actor,director","tt1300854,tt3799694,tt0373469,tt0093773",4
nm0000949,Cate Blanchett,1969,\N,"actress,producer,writer","tt0120737,tt2334873,tt2402927,tt0127536",4
nm0000954,Jon Bon Jovi,1962,\N,"soundtrack,actor,writer","tt0141926,tt0100994,tt0120591,tt0384286",4
nm0000956,Lisa Bonet,1967,\N,"actress,director,soundtrack","tt0120660,tt0146882,tt0086687,tt0092563",4
nm0000969,Lillo Brancato,1976,\N,"actor,producer","tt0110971,tt0106489,tt0112740,tt0180052",4
nm0000970,Jonathan Brandis,1976,2003,"actor,miscellaneous,director","tt0099864,tt0106126,tt0104670,tt0100240",4
nm0000973,Benjamin Bratt,1963,\N,"actor,producer,director","tt2380307,tt0098844,tt0181865,tt0212346",4
nm0000982,Josh Brolin,1968,\N,"actor,producer,writer","tt4154756,tt1791528,tt0477348,tt4154796",4
nm0000998,Jake Busey,1971,\N,"actor,producer,music_department","tt7555294,tt4574334,tt0120201,tt0116365",4
nm0001000,Tom Byron,1961,\N,"actor,director,producer","tt0151056,tt0178845,tt2059288,tt0097039",4
nm0001002,Dean Cain,1966,\N,"actor,producer,writer","tt0106057,tt2528814,tt0313443,tt0250687",4
nm0001014,Mariah Carey,1969,\N,"soundtrack,actress,composer","tt0120596,tt0118589,tt4116284,tt0929632",4
nm0001015,Robert Carlyle,1961,\N,"actor,director,soundtrack","tt0117951,tt0143145,tt0119164,tt0129332",4
nm0001020,Katrin Cartlidge,1961,2002,actress,"tt0115751,tt0107653,tt0118818,tt0283509",4
nm0001029,Jim Caviezel,1968,\N,"actor,producer","tt0462465,tt0335345,tt0120863,tt0186151",4
nm0001035,Ben Chaplin,1970,\N,"actor,soundtrack","tt0120863,tt0264935,tt0117979,tt1235124",4
nm0001038,Josh Charles,1971,\N,"actor,director,soundtrack","tt0097165,tt0430105,tt0257076,tt0165961",4
nm0001039,David Charvet,1972,\N,"actor,soundtrack","tt0496375,tt0103491,tt0096542,tt0112464",4
nm0001040,Joan Chen,1961,\N,"actress,director,producer","tt0113492,tt0110725,tt0093389,tt0452631",4
nm0001041,Maggie Cheung,1964,\N,"actress,soundtrack","tt0117905,tt0299977,tt0101258,tt0118694",4
nm0001043,Anna Chlumsky,1980,\N,actress,"tt0113188,tt0110613,tt1759761,tt0102492",4
nm0001044,Rae Dawn Chong,1961,\N,"actress,soundtrack,director","tt1588334,tt0082484,tt0088944,tt0088939",4
nm0001052,Kurt Cobain,1967,1994,"soundtrack,composer,actor","tt0116695,tt0203009,tt0465602,tt0832266",4
nm0001057,Toni Collette,1972,\N,"actress,producer,soundtrack","tt0167404,tt7784604,tt0276751,tt0449059",4
nm0001061,Holly Marie Combs,1973,\N,"actress,producer,writer","tt0104139,tt0158552,tt0096969,tt0103512",4
nm0001065,Harry Connick Jr.,1967,\N,"actor,soundtrack,music_department","tt0119313,tt0129167,tt0112722,tt0431308",4
nm0001068,Sofia Coppola,1971,\N,"actress,director,writer","tt0335266,tt5592248,tt0159097,tt0099674",4
nm0001071,Annie Costner,1984,\N,"producer,actress,director","tt0119925,tt0099348,tt5994270,tt0112435",4
nm0001073,Courteney Cox,1964,\N,"actress,producer,director","tt0108778,tt0117571,tt0134084,tt0233142",4
nm0001082,Billy Crudup,1968,\N,"actor,soundtrack","tt0409459,tt0319061,tt0181875,tt0343737",4
nm0001083,Jon Cryer,1965,\N,"actor,soundtrack,director","tt0369179,tt0094074,tt0102059,tt0091790",4
nm0001084,Ice Cube,1969,\N,"soundtrack,actor,producer","tt0101507,tt0113118,tt1408253,tt0195945",4
nm0001085,Kieran Culkin,1982,\N,actor,"tt1333125,tt0280760,tt0446029,tt0124315",4
nm0001086,Alan Cumming,1965,\N,"actor,producer,soundtrack","tt0254099,tt0290334,tt0362165,tt0113189",4
nm0001087,Lee Curreri,1961,\N,"actor,composer,sound_department","tt0080716,tt0480239,tt0405473,tt0083412",4
nm0001092,Mark Dacascos,1964,\N,"actor,stunts,director","tt0237534,tt0107750,tt0106761,tt6146586",4
nm0001095,Béatrice Dalle,1964,\N,"actress,soundtrack","tt0856288,tt0090563,tt10272534,tt0102536",4
nm0001106,Racquel Darrian,1968,\N,actress,"tt0134054,tt0134087,tt0221458,tt0276092",4
nm0001107,Stacey Dash,1967,\N,actress,"tt0095662,tt0110971,tt0264150,tt0112697",4
nm0001109,Jaye Davidson,1968,\N,actor,"tt0179250,tt1493839,tt0111282,tt0104036",4
nm0001110,Embeth Davidtz,1965,\N,actress,"tt0108052,tt10954652,tt1568346,tt0117008",4
nm0001111,Jeremy Davies,1969,\N,actor,"tt0120815,tt0307479,tt0117998,tt0274812",4
nm0001116,Warwick Davis,1970,\N,"actor,writer,producer","tt0107387,tt1201607,tt0371724,tt0096446",4
nm0001125,Benicio Del Toro,1967,\N,"actor,producer,director","tt0114814,tt2015381,tt3397884,tt0181865",4
nm0001126,Kim Delaney,1961,\N,"actress,producer","tt0859592,tt0463850,tt0065272,tt0106079",4
nm0001130,Ted Demme,1963,2002,"director,producer,actor","tt0123964,tt0221027,tt0115639,tt0342275",4
nm0001131,Patrick Dempsey,1966,\N,"actor,production_manager,producer","tt0092718,tt0461770,tt0413573,tt1399103",4
nm0001143,Kevin Dillon,1965,\N,"actor,soundtrack,producer","tt0101761,tt0094761,tt0409182,tt0091763",4
nm0001144,Céline Dion,1968,\N,"soundtrack,actress,composer","tt0120338,tt2281587,tt0101414,tt5463162",4
nm0001147,Shannen Doherty,1971,\N,"actress,producer,director","tt0098749,tt0113749,tt0158552,tt0084649",4
nm0001151,Stephen Dorff,1973,\N,"actor,producer,soundtrack","tt1421051,tt1253864,tt1117385,tt0120611",4
nm0001152,Illeana Douglas,1961,\N,"actress,producer,writer","tt0164181,tt0241760,tt0162346,tt0114681",4
nm0001163,Roy Dupuis,1963,\N,"actor,producer,director","tt0460505,tt0118379,tt0114367,tt0472562",4
nm0001166,James Duval,1972,\N,"actor,producer,writer","tt0116629,tt0303361,tt0246578,tt0187078",4
nm0001172,Christopher Eccleston,1964,\N,actor,"tt0111149,tt0289043,tt0436992,tt1981115",4
nm0001173,Aaron Eckhart,1968,\N,"actor,producer,soundtrack","tt0935075,tt0468569,tt0427944,tt0298814",4
nm0001176,Nicole Eggert,1972,\N,"actress,producer","tt0099743,tt0096542,tt0103843,tt0086681",4
nm0001177,Chris Eigeman,1965,\N,"actor,director,writer","tt0100142,tt0109219,tt0252076,tt0811128",4
nm0001182,Carmen Electra,1972,\N,"actress,soundtrack,miscellaneous","tt0175142,tt0362120,tt1073498,tt0799949",4
nm0001183,Bodhi Elfman,1969,\N,"actor,producer,writer","tt0369339,tt0111686,tt0120749,tt0120660",4
nm0001184,Jenna Elfman,1971,\N,"actress,producer,soundtrack","tt1632708,tt0131369,tt0171433,tt0118303",4
nm0001187,Noah Emmerich,1965,\N,"actor,director","tt0120382,tt1520211,tt0404203,tt2149175",4
nm0001191,Adam Sandler,1966,\N,"actor,producer,writer","tt0142342,tt0185431,tt0120888,tt0120484",4
nm0001197,Anna Falchi,1972,\N,"actress,producer,executive","tt0111049,tt4142394,tt0109358,tt0109592",4
nm0001212,Joseph Fiennes,1970,\N,"actor,director,producer","tt0379889,tt0127536,tt0138097,tt3231054",4
nm0001216,Tara Fitzgerald,1967,\N,"actress,director,producer","tt0111201,tt0115744,tt0944947,tt1528100",4
nm0001218,Sean Patrick Flanery,1965,\N,"actor,writer,producer","tt0144117,tt0114168,tt0120241,tt1300851",4
nm0001222,Calista Flockhart,1964,\N,"actress,soundtrack,producer","tt0758737,tt0115685,tt0118254,tt4016454",4
nm0001223,Lara Flynn Boyle,1970,\N,"actress,producer,soundtrack","tt0120912,tt0098936,tt0147612,tt0118437",4
nm0001227,Megan Follows,1968,\N,"actress,director,soundtrack","tt0092571,tt0158466,tt0090021,tt0088727",4
nm0001231,Claire Forlani,1971,\N,"actress,producer","tt0460780,tt0117500,tt0119643,tt0132347",4
nm0001244,Sadie Frost,1965,\N,"actress,producer,executive","tt0103874,tt0346156,tt0211577,tt0199727",4
nm0001246,Dan Futterman,1967,\N,"actor,producer,writer","tt0379725,tt0835434,tt0829459,tt0115685",4
nm0001249,Monique Gabrielle,1963,\N,"actress,producer,executive","tt0086927,tt0092860,tt0092962,tt0098332",4
nm0001250,Charlotte Gainsbourg,1971,\N,"actress,soundtrack,writer","tt1527186,tt1937390,tt2382009,tt0870984",4
nm0001252,Vincent Gallo,1961,\N,"actor,director,soundtrack","tt0330099,tt1561768,tt0106307,tt0118789",4
nm0001253,Mason Gamble,1986,\N,actor,"tt0117723,tt0128445,tt0106701,tt0119177",4
nm0001254,James Gandolfini,1961,2013,"actor,producer,soundtrack","tt1764234,tt2390361,tt0141842,tt0236493",4
nm0001259,Jennie Garth,1972,\N,"actress,producer,writer","tt0369910,tt0098749,tt0985692,tt0321018",4
nm0001261,Rebecca Gayheart,1971,\N,"actress,director","tt7131622,tt0119807,tt0155776,tt0146336",4
nm0001263,Jason Gedrick,1965,\N,"actor,director,writer","tt3502248,tt0773262,tt1578887,tt0101393",4
nm0001264,Sarah Michelle Gellar,1977,\N,"actress,producer,soundtrack","tt0267913,tt0118276,tt0139134,tt0119345",4
nm0001267,Balthazar Getty,1975,\N,"actor,producer,music_department","tt0426459,tt0100994,tt0116922,tt0100054",4
nm0001269,Cynthia Gibb,\N,\N,"actress,soundtrack","tt0099385,tt0083412,tt0107065,tt0091886",4
nm0001271,Melissa Gilbert,1964,\N,"actress,producer,director","tt0087630,tt8650976,tt0105946,tt0071007",4
nm0001272,Annabeth Gish,1971,\N,actress,"tt3174376,tt0113987,tt0095690,tt0115639",4
nm0001281,Bobcat Goldthwait,1962,\N,"director,actor,writer","tt0096061,tt0119282,tt0102898,tt1912398",4
nm0001286,Elizabeth Gracen,1961,\N,"actress,producer,director","tt2866360,tt8947100,tt0144714,tt0103442",4
nm0001287,Heather Graham,1970,\N,"actress,soundtrack,producer","tt0118749,tt0145660,tt0120738,tt0131325",4
nm0001291,Rupert Graves,1963,\N,"actor,writer,director","tt0093512,tt0434409,tt0795368,tt1475582",4
nm0001293,Seth Green,1974,\N,"actor,writer,producer","tt0320244,tt0118655,tt0437745,tt0317740",4
nm0001298,Richard Grieco,1965,\N,"actor,producer,director","tt2294449,tt0120770,tt0102095,tt8804580",4
nm0001299,Thomas Ian Griffith,1962,\N,"producer,actor,writer","tt0120877,tt0295701,tt0104215,tt0097647",4
nm0001303,Carla Gugino,1971,\N,"actress,producer,soundtrack","tt0409459,tt0765429,tt2126355,tt3748172",4
nm0001305,Lukas Haas,1976,\N,"actor,soundtrack,music_department","tt0116996,tt0393109,tt1375666,tt0090329",4
nm0001307,Stacy Haiduk,1968,\N,"actress,producer,soundtrack","tt0100688,tt0069658,tt0455275,tt0094559",4
nm0001309,Anthony Michael Hall,1968,\N,"actor,producer,soundtrack","tt1100089,tt2361317,tt0468569,tt4758646",4
nm0001312,Geri Horner,1972,\N,"soundtrack,actress,writer","tt0120185,tt1121931,tt0248126,tt0243155",4
nm0001314,John Hannah,1962,\N,"actor,producer","tt1442449,tt0174856,tt0109831,tt0120616",4
nm0001324,Ian Hart,1964,\N,"actor,writer,miscellaneous","tt5797184,tt0120660,tt0106339,tt0241527",4
nm0001326,Josh Hartnett,1978,\N,"actor,producer","tt0133751,tt0387877,tt0389722,tt0425210",4
nm0001337,Katherine Heigl,1978,\N,"actress,producer,soundtrack","tt1598828,tt0413573,tt0478311,tt1142988",4
nm0001343,Carrie Henn,1976,\N,actress,"tt10533976,tt0297720,tt4885144,tt0090605",4
nm0001349,Jennifer Love Hewitt,1979,\N,"actress,producer,soundtrack","tt0130018,tt0125022,tt0119345,tt0290095",4
nm0001363,Jane Horrocks,1964,\N,"actress,soundtrack,writer","tt0147004,tt0120630,tt0100024,tt0121164",4
nm0001365,Whitney Houston,1963,2012,"soundtrack,actress,producer","tt1876451,tt0114885,tt0103855,tt0117372",4
nm0001367,C. Thomas Howell,1966,\N,"actor,producer,director","tt0083866,tt0948470,tt0091209,tt0086066",4
nm0001372,Bonnie Hunt,1961,\N,"producer,writer,actress","tt0120689,tt0113497,tt0122459,tt0116695",4
nm0001386,Natalie Imbruglia,1975,\N,"actress,soundtrack,composer","tt0775080,tt0139239,tt0245574,tt0274166",4
nm0001387,Kathy Ireland,1963,\N,"actress,soundtrack","tt0107659,tt0102517,tt0105151,tt0092532",4
nm0001390,Janet Jackson,1966,\N,"soundtrack,actress,composer","tt0906108,tt0144528,tt0107840,tt1405500",4
nm0001393,Irène Jacob,1966,\N,actress,"tt0092593,tt0111495,tt0120873,tt0101765",4
nm0001398,Jenna Jameson,1974,\N,"actress,producer,director","tt0317688,tt0119951,tt0960890,tt0368859",4
nm0001399,Marianne Jean-Baptiste,1967,\N,"actress,director,producer","tt1234721,tt0266987,tt0321021,tt0117589",4
nm0001400,Michelle Johnson,1965,\N,actress,"tt0096426,tt0104070,tt0086973,tt0104231",4
nm0001401,Angelina Jolie,1975,\N,"actress,producer,director","tt0824747,tt1587310,tt0944835,tt0172493",4
nm0001407,Mitzi Kapture,1962,\N,"actress,director,producer","tt4560374,tt0790772,tt0101198,tt0119882",4
nm0001427,Greg Kinnear,1963,\N,"actor,producer,writer","tt0114319,tt0449059,tt0128853,tt0119822",4
nm0001432,Charlie Korsmo,1978,\N,actor,"tt0103241,tt0099422,tt0127723,tt0102057",4
nm0001435,Lisa Kudrow,1963,\N,"actress,writer,producer","tt0120777,tt0434672,tt1282140,tt0108778",4
nm0001442,Ricki Lake,1968,\N,"actress,producer,soundtrack","tt0427327,tt0099329,tt0111127,tt0095270",4
nm0001451,Queen Latifah,1970,\N,"producer,actress,music_department","tt0316732,tt0305669,tt0299658,tt0427327",4
nm0001454,Martin Lawrence,1965,\N,"actor,writer,producer","tt0103488,tt0112442,tt0172156,tt0123964",4
nm0001455,Matt LeBlanc,1967,\N,"actor,producer,soundtrack","tt0120738,tt0108778,tt1582350,tt0375355",4
nm0001457,James Le Gros,1962,\N,"actor,soundtrack,stunts","tt1492030,tt0097240,tt0454864,tt4468634",4
nm0001461,Virginie Ledoyen,1976,\N,"actress,producer,soundtrack","tt0109702,tt0123923,tt0163978,tt0283832",4
nm0001462,Jason Scott Lee,1966,\N,actor,"tt0106770,tt4566758,tt0096874,tt0275847",4
nm0001467,Jared Leto,1971,\N,"actor,producer,director","tt0790636,tt1386697,tt1856101,tt0180093",4
nm0001470,Charlotte Lewis,1967,\N,actress,"tt0091129,tt0098758,tt2311530,tt0110490",4
nm0001472,Jet Li,1963,\N,"actor,producer,miscellaneous","tt0913968,tt0446059,tt0271027,tt0267804",4
nm0001473,Laura Linney,1964,\N,"actress,producer,miscellaneous","tt0362269,tt0203230,tt1515193,tt0775529",4
nm0001477,Robyn Lively,1972,\N,actress,"tt0092214,tt0097647,tt1204977,tt0098453",4
nm0001482,Courtney Love,1964,\N,"actress,soundtrack,composer","tt0117318,tt0125664,tt0137338,tt0280380",4
nm0001487,John Lynch,1961,\N,"actor,writer,assistant_director","tt0112362,tt1181791,tt0108071,tt0181311",4
nm0001491,Melanie Lynskey,1977,\N,"actress,soundtrack","tt3061830,tt1193138,tt0110005,tt4872078",4
nm0001494,Ralph Macchio,1961,\N,"actor,producer,director","tt0097647,tt0087538,tt0104952,tt0086066",4
nm0001497,Tobey Maguire,1975,\N,"actor,producer,director","tt0185014,tt0120789,tt0145487,tt0765010",4
nm0001499,Tina Majorino,1985,\N,"actress,soundtrack","tt0114898,tt2771372,tt0374900,tt0109484",4
nm0001504,Marilyn Manson,1969,\N,"soundtrack,composer,actor","tt0114558,tt0229260,tt0165710,tt0133093",4
nm0001506,Jane March,1973,\N,actress,"tt0800320,tt0109456,tt0338769,tt0101316",4
nm0001515,Joseph Mazzello,1983,\N,"actor,director,writer","tt1285016,tt1727824,tt0107290,tt0479495",4
nm0001517,Catherine McCormack,1972,\N,"actress,director,writer","tt0266987,tt0463854,tt0112573,tt0318081",4
nm0001518,Dylan McDermott,1961,\N,"actor,director,writer","tt2302755,tt0118437,tt1659337,tt0107206",4
nm0001523,Natascha McElhone,1969,\N,"actress,soundtrack","tt0120382,tt0122690,tt0307479,tt0488085",4
nm0001527,Elizabeth McGovern,1961,\N,"actress,writer,producer","tt0087843,tt0081283,tt1606375,tt0099731",4
nm0001528,Don McKellar,1963,\N,"actor,director,producer","tt0861689,tt0156729,tt0120907,tt0120802",4
nm0001529,Nancy McKeon,1966,\N,"actress,producer,director","tt0286283,tt0083913,tt0078610,tt0272376",4
nm0001530,William McNamara,1965,\N,"actor,director,producer","tt0096171,tt0112722,tt0110936,tt0119764",4
nm0001531,Kristy McNichol,1962,\N,"actress,producer,soundtrack","tt0084504,tt0081060,tt0073992,tt0096324",4
nm0001534,Michelle Meyrink,1962,\N,actress,"tt0086525,tt0089886,tt0086066,tt0088000",4
nm0001538,Jonny Lee Miller,1972,\N,"actor,director,soundtrack","tt0297284,tt0117951,tt0219653,tt0402022",4
nm0001540,Rachel Miner,1980,\N,"actress,producer","tt0242193,tt0044265,tt0387877,tt1234541",4
nm0001541,Kylie Minogue,1968,\N,"actress,soundtrack,composer","tt2126355,tt0111301,tt0088580,tt0203009",4
nm0001542,Jay Mohr,1970,\N,"actor,writer,producer","tt0139239,tt0116695,tt0180052,tt0120241",4
nm0001543,Gretchen Mol,1972,\N,"actress,soundtrack","tt4034228,tt0381849,tt0404802,tt0139809",4
nm0001551,Alanis Morissette,1974,\N,"soundtrack,actress,composer","tt0458352,tt0120632,tt0363771,tt0120655",4
nm0001555,Rob Morrow,1962,\N,"actor,director,writer","tt0433309,tt0098878,tt0110932,tt0246072",4
nm0001567,Connie Nielsen,1965,\N,actress,"tt0451279,tt0264395,tt0265459,tt0172495",4
nm0001570,Edward Norton,1969,\N,"actor,producer,writer","tt0385887,tt2562232,tt0171433,tt0117381",4
nm0001572,Danny Nucci,1968,\N,"actor,director,soundtrack","tt0120338,tt0112740,tt0106246,tt0117500",4
nm0001575,Tatum O'Neal,1963,\N,"actress,producer,soundtrack","tt0070510,tt0074174,tt0081060,tt1017451",4
nm0001576,Heather O'Rourke,1975,1988,actress,"tt0095889,tt0070992,tt0084516,tt0091778",4
nm0001580,Ashley Olsen,1986,\N,"actress,producer,music_department","tt0092359,tt0106763,tt0113442,tt0363282",4
nm0001581,Mary-Kate Olsen,1986,\N,"actress,producer,music_department","tt0363282,tt1152398,tt1082886,tt0113442",4
nm0001582,Susan Olsen,1961,\N,"actress,soundtrack,producer","tt0063878,tt0075485,tt0098756,tt2250468",4
nm0001584,Miranda Otto,1967,\N,"actress,soundtrack","tt0167261,tt0120863,tt0167260,tt0407304",4
nm0001585,Kelly Packard,1975,\N,"actress,soundtrack","tt0096542,tt4328642,tt0218787,tt0103380",4
nm0001593,Anna Paquin,1982,\N,"actress,producer,soundtrack","tt0107822,tt0290334,tt0120903,tt0367089",4
nm0001602,Guy Pearce,1967,\N,"actor,soundtrack,director","tt0887912,tt2345737,tt0209144,tt0119488",4
nm0001604,Nia Peeples,1961,\N,"actress,soundtrack,producer","tt0083412,tt0097179,tt0106168,tt0297162",4
nm0001605,Amanda Peet,1972,\N,"actress,writer,producer","tt1190080,tt0309698,tt0190138,tt0391304",4
nm0001606,Chris Penn,1965,2006,"actor,producer,director","tt0108122,tt0105236,tt0087277,tt0108399",4
nm0001607,Sydney Penny,1971,\N,"actress,producer","tt0065272,tt0086793,tt0089767,tt0085101",4
nm0001608,Barry Pepper,1970,\N,"actor,producer,executive","tt1403865,tt0120815,tt0120689,tt0250934",4
nm0001609,Rosie Perez,1964,\N,"actress,miscellaneous,director","tt0108451,tt0105812,tt0106881,tt7713068",4
